[INFO ] [2022-01-17 00:06:44,728] Pre-Condition - STEP 01: Open browser 'firefox' and  navigate to 'https://www.facebook.com/reg/' 
[INFO ] [2022-02-21 16:02:03,132] User_02_Login - Step 4: Click to Login Button
[INFO ] [2022-02-21 16:02:03,712] User_02_Login - Step 5: Verify My Account link is displayed
[INFO ] [2022-02-21 16:02:04,415] Post-Condition - STEP 01: Close browser
[INFO ] [2022-02-21 16:59:41,015] Pre-Condition - STEP 01: Open browser 'firefox' and  navigate to 'https://demo.nopcommerce.com/' 
[INFO ] [2022-02-21 16:59:45,761] User_01_Register - Step 01: Click to register link
[INFO ] [2022-02-21 16:59:46,368] User_01_Register - Step 02: Enter to First Name textbox with value automation
[INFO ] [2022-02-21 16:59:46,450] User_01_Register - Step 03: Enter to Last Name textbox with value fc
[INFO ] [2022-02-21 16:59:46,505] User_01_Register - Step 04: Enter to Email textbox with value auto1698@mail.vn
[INFO ] [2022-02-21 16:59:46,559] User_01_Register - Step 05: Enter to Password textbox with value 123456
[INFO ] [2022-02-21 16:59:46,604] User_01_Register - Step 06: Enter to Confirm Password textbox with value 123456
[INFO ] [2022-02-21 16:59:46,651] User_01_Register - Step 07: Click to Register button
[INFO ] [2022-02-21 16:59:47,498] User_01_Register - Step 08: Verify success message displayed
[INFO ] [2022-02-21 16:59:47,541]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-02-21 16:59:47,542] User_01_Register - Step 09: Click to Logout link
[INFO ] [2022-02-21 16:59:48,335] User_02_Login - Step 1: Click to Login link
[INFO ] [2022-02-21 16:59:48,856] User_02_Login - Step 2: Enter to Email textbox with valueauto1698@mail.vn
[INFO ] [2022-02-21 16:59:48,902] User_02_Login - Step 3: Enter to Password textbox with value 123456
[INFO ] [2022-02-21 16:59:48,942] User_02_Login - Step 4: Click to Login Button
[INFO ] [2022-02-21 16:59:49,374] User_02_Login - Step 5: Verify My Account link is displayed
[INFO ] [2022-02-21 16:59:50,049] Post-Condition - STEP 01: Close browser
[INFO ] [2022-02-21 16:59:50,049] OS name = windows 10
[INFO ] [2022-02-21 16:59:50,049] Driver instance name = windows 10
[INFO ] [2022-02-21 16:59:50,052] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'LAPTOP-GFBLAG0U', ip: '192.168.31.81', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '16.0.2'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 97.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20220202182137, moz:geckodriverVersion: 0.30.0, moz:headless: false, moz:processID: 54884, moz:profile: C:\Users\Admin\AppData\Loca..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 5a43d2b5-0c5c-4511-8eb5-4dc7cfb49a1a
[INFO ] [2022-02-21 22:36:03,839] Pre-Condition - STEP 01: Open browser 'firefox' and  navigate to 'https://demo.nopcommerce.com/' 
[INFO ] [2022-02-21 22:36:10,283] User_01_Register - Step 01: Click to register link
[INFO ] [2022-02-21 22:36:10,874] User_01_Register - Step 02: Enter to First Name textbox with value automation
[INFO ] [2022-02-21 22:36:10,956] User_01_Register - Step 03: Enter to Last Name textbox with value fc
[INFO ] [2022-02-21 22:36:11,007] User_01_Register - Step 04: Enter to Email textbox with value auto1884@mail.vn
[INFO ] [2022-02-21 22:36:11,060] User_01_Register - Step 05: Enter to Password textbox with value 123456
[INFO ] [2022-02-21 22:36:11,110] User_01_Register - Step 06: Enter to Confirm Password textbox with value 123456
[INFO ] [2022-02-21 22:36:11,171] User_01_Register - Step 07: Click to Register button
[INFO ] [2022-02-21 22:36:12,008] User_01_Register - Step 08: Verify success message displayed
[INFO ] [2022-02-21 22:36:12,050]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-02-21 22:36:12,050] User_01_Register - Step 09: Click to Logout link
[INFO ] [2022-02-21 22:36:12,826] User_02_Login - Step 1: Click to Login link
[INFO ] [2022-02-21 22:36:13,316] User_02_Login - Step 2: Enter to Email textbox with valueauto1884@mail.vn
[INFO ] [2022-02-21 22:36:13,364] User_02_Login - Step 3: Enter to Password textbox with value 123456
[INFO ] [2022-02-21 22:36:13,408] User_02_Login - Step 4: Click to Login Button
[INFO ] [2022-02-21 22:36:14,117] User_02_Login - Step 5: Verify My Account link is displayed
[INFO ] [2022-02-21 22:36:14,165]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-02-21 22:36:14,348] Post-Condition - STEP 01: Close browser
[INFO ] [2022-02-21 22:36:14,348] OS name = windows 10
[INFO ] [2022-02-21 22:36:14,348] Driver instance name = windows 10
[INFO ] [2022-02-21 22:38:01,096] Pre-Condition - STEP 01: Open browser 'firefox' and  navigate to 'https://demo.nopcommerce.com/' 
[INFO ] [2022-02-21 22:38:06,142] User_01_Register - Step 01: Click to register link
[INFO ] [2022-02-21 22:38:06,698] User_01_Register - Step 02: Enter to First Name textbox with value automation
[INFO ] [2022-02-21 22:38:06,766] User_01_Register - Step 03: Enter to Last Name textbox with value fc
[INFO ] [2022-02-21 22:38:06,812] User_01_Register - Step 04: Enter to Email textbox with value auto1069@mail.vn
[INFO ] [2022-02-21 22:38:06,873] User_01_Register - Step 05: Enter to Password textbox with value 123456
[INFO ] [2022-02-21 22:38:06,922] User_01_Register - Step 06: Enter to Confirm Password textbox with value 123456
[INFO ] [2022-02-21 22:38:06,970] User_01_Register - Step 07: Click to Register button
[INFO ] [2022-02-21 22:38:07,822] User_01_Register - Step 08: Verify success message displayed
[INFO ] [2022-02-21 22:38:07,861]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-02-21 22:38:07,861] User_01_Register - Step 09: Click to Logout link
[INFO ] [2022-02-21 22:38:08,634] User_02_Login - Step 1: Click to Login link
[INFO ] [2022-02-21 22:38:09,140] User_02_Login - Step 2: Enter to Email textbox with valueauto1069@mail.vn
[INFO ] [2022-02-21 22:38:09,188] User_02_Login - Step 3: Enter to Password textbox with value 123456
[INFO ] [2022-02-21 22:38:09,233] User_02_Login - Step 4: Click to Login Button
[INFO ] [2022-02-21 22:38:09,979] User_02_Login - Step 5: Verify My Account link is displayed
[INFO ] [2022-02-21 22:38:10,035]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-02-21 22:38:10,040] Post-Condition - STEP 01: Close browser
[INFO ] [2022-02-21 22:38:10,040] OS name = windows 10
[INFO ] [2022-02-21 22:38:10,040] Driver instance name = windows 10
[INFO ] [2022-02-22 22:56:06,733] Pre-Condition - STEP 01: Open browser 'firefox' and  navigate to 'https://demo.nopcommerce.com/' 
[INFO ] [2022-02-22 22:56:11,590] User_02_Login - Step 1: Click to Login link
[INFO ] [2022-02-22 22:56:12,311] User_02_Login - Step 2:Set login page cookie
[INFO ] [2022-02-22 22:56:18,262] User_02_Login - Step 2: Open home page
[INFO ] [2022-02-22 22:56:18,832] User_02_Login - Step 4: Verify My Account link is displayed
[INFO ] [2022-02-22 22:56:18,888]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-02-22 22:56:18,978] Post-Condition - STEP 01: Close browser
=======
[INFO ] [2022-02-20 20:11:29,799] Pre-Condition - STEP 01: Open browser 'firefox' and  navigate to 'https://demo.nopcommerce.com/' 
[INFO ] [2022-02-20 20:11:42,177] User_01_Register - Step 01: Click to register link
[INFO ] [2022-02-20 20:11:43,092] User_01_Register - Step 02: Enter to First Name textbox with value automation
[INFO ] [2022-02-20 20:11:43,273] User_01_Register - Step 03: Enter to Last Name textbox with value fc
[INFO ] [2022-02-20 20:11:43,364] User_01_Register - Step 04: Enter to Email textbox with value auto5071@mail.vn
[INFO ] [2022-02-20 20:11:43,447] User_01_Register - Step 05: Enter to Password textbox with value 123456
[INFO ] [2022-02-20 20:11:43,546] User_01_Register - Step 06: Enter to Confirm Password textbox with value 123456
[INFO ] [2022-02-20 20:11:43,633] User_01_Register - Step 07: Click to Register button
[INFO ] [2022-02-20 20:11:44,562] User_01_Register - Step 08: Verify success message displayed
[INFO ] [2022-02-20 20:11:44,632]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-02-20 20:11:44,632] User_01_Register - Step 09: Click to Logout link
[INFO ] [2022-02-20 20:11:45,553] User_02_Login - Step 1: Click to Login link
[INFO ] [2022-02-20 20:11:46,083] User_02_Login - Step 2: Enter to Email textbox with valueauto5071@mail.vn
[INFO ] [2022-02-20 20:11:46,148] User_02_Login - Step 3: Enter to Password textbox with value 123456
[INFO ] [2022-02-20 20:11:46,219] User_02_Login - Step 4: Click to Login Button
[INFO ] [2022-02-20 20:11:47,085] User_02_Login - Step 5: Verify My Account link is displayed
[INFO ] [2022-02-20 20:11:47,154]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-02-20 20:11:47,486] Post-Condition - STEP 01: Close browser
[INFO ] [2022-02-20 21:38:09,934] Pre-Condition - STEP 01: Open browser 'firefox' and  navigate to 'https://demo.nopcommerce.com/' 
[INFO ] [2022-02-20 21:38:17,173] User_01_Register - Step 01: Click to register link
[INFO ] [2022-02-20 21:38:17,932] User_01_Register - Step 02: Enter to First Name textbox with value automation
[INFO ] [2022-02-20 21:38:18,019] User_01_Register - Step 03: Enter to Last Name textbox with value fc
[INFO ] [2022-02-20 21:38:18,078] User_01_Register - Step 04: Enter to Email textbox with value auto7976@mail.vn
[INFO ] [2022-02-20 21:38:18,152] User_01_Register - Step 05: Enter to Password textbox with value 123456
[INFO ] [2022-02-20 21:38:18,209] User_01_Register - Step 06: Enter to Confirm Password textbox with value 123456
[INFO ] [2022-02-20 21:38:18,263] User_01_Register - Step 07: Click to Register button
[INFO ] [2022-02-20 21:38:19,661] User_01_Register - Step 08: Verify success message displayed
[INFO ] [2022-02-20 21:38:19,729]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-02-20 21:38:19,730] User_01_Register - Step 09: Click to Logout link
[INFO ] [2022-02-20 21:38:20,662] User_02_Login - Step 1: Click to Login link
[INFO ] [2022-02-20 21:38:21,349] User_02_Login - Step 2: Enter to Email textbox with valueauto7976@mail.vn
[INFO ] [2022-02-20 21:38:21,436] User_02_Login - Step 3: Enter to Password textbox with value 123456
[INFO ] [2022-02-20 21:38:21,486] User_02_Login - Step 4: Click to Login Button
[INFO ] [2022-02-20 21:38:22,799] User_02_Login - Step 5: Verify My Account link is displayed
[INFO ] [2022-02-20 21:38:22,872]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-02-20 21:38:23,098] Post-Condition - STEP 01: Close browser
>>>>>>> branch 'master' of https://github.com/vuvietdung211/hybrid-framework-nopcommerce
[INFO ] [2022-04-06 15:09:07,494] Pre-Condition - STEP 01: Open browser 'firefox' and  navigate to 'https://demo.nopcommerce.com/' 
[INFO ] [2022-04-06 15:09:11,259] User_02_Login - Step 1: Click to Login link
[INFO ] [2022-04-06 15:09:11,952] User_02_Login - Step 2:Set login page cookie
[INFO ] [2022-04-06 15:09:17,853] User_02_Login - Step 2: Open home page
[INFO ] [2022-04-06 15:09:18,312] User_02_Login - Step 4: Verify My Account link is displayed
[INFO ] [2022-04-06 15:09:18,366]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-04-06 15:09:18,581] Post-Condition - STEP 01: Close browser
[INFO ] [2023-02-12 10:05:21,308]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 10:06:04,267]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 10:08:07,350]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 10:08:50,210]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 10:13:41,406]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 10:14:31,045]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 10:14:32,546]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 10:16:36,394]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 10:16:37,863]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 10:26:24,860]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 10:26:26,348]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 10:34:00,346]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-02-12 10:34:01,993]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-12 22:36:43,295]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-02-12 22:36:45,145]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-02-20 20:37:02,136] Pre-Condition - STEP 01: Open browser 'chrome' and  navigate to 'https://demo.nopcommerce.com/' 
[INFO ] [2023-02-20 20:37:06,424] User_01_Register - Step 01: Click to register link
[INFO ] [2023-02-20 20:37:08,122] User_01_Register - Step 02: Click to male radio button
[INFO ] [2023-02-20 20:37:08,226] User_01_Register - Step 03: Enter to First Name textbox with value automation
[INFO ] [2023-03-26 15:59:41,980] Pre-Condition - STEP 01: Open browser 'chrome' and  navigate to 'https://demo.nopcommerce.com/' 
[INFO ] [2023-03-26 15:59:48,789] User_01_Register - Step 01: Click to register link
[INFO ] [2023-03-26 15:59:49,790] User_01_Register - Step 02: Click to male radio button
[INFO ] [2023-03-26 15:59:49,906] User_01_Register - Step 03: Enter to First Name textbox with value automation
